Theta,tau_B,calibration,cutoff,N,N_pseudo,model,R_env,band_power,energy,envelope_rms,envelope_rms_ratio,n1_tail,occ_ratio_achieved,gpm_scale,occ_updates,hit_clamp,nbar,a1_init_alpha,burn_frac,omega_c,t_final,n_time
0.0,0.0,equal_heating,4.0,5.0,4.0,lindblad,1.0,1.3642536846902358e-15,6.62389827441971e-15,8.071289338051379e-08,1.0,0.0222204617155472,1.0,1.0,0,False,0.02,0.04,0.25,1000.0,8.0,300
2.04,0.00204,equal_heating,4.0,5.0,4.0,pseudomode,1.0470348808347958,1.428421194178072e-15,4.2795811951637905e-13,8.256323184978861e-08,1.022924942865715,0.019999985454848518,0.9000706515857381,1.111023893758552,2,True,0.02,0.04,0.25,1000.0,8.0,300
