theta,n_samples,mean_ou,ci_ou_low,ci_ou_high,mean_psd_matched,ci_psd_low,ci_psd_high,mean_delta,ci_delta_low,ci_delta_high,cohen_d,p_value,p_value_holm,tost_pass,tost_p_lower,tost_p_upper,psd_nrmse,holm_family,timestamp,status
0.7,60.0,4.7196220613062783e-32,3.3099536093664105e-32,6.287295293629096e-32,2.8917377107577266e-32,2.2379330828765742e-32,3.6341229964255076e-32,1.8278843505485509e-32,4.93446892742467e-33,3.3539842899041033e-32,0.3222144076466419,0.015380241490696401,0.015380241490696401,0,0.005512107143282763,0.9893828984598438,0.007858270320790199,classical_ou_vs_surrogate,2025-10-10T20:01:03.814308Z,ok
