model,condition,theta,seed,metric,value,fs_hz,w3_rad_s,demod_lp_frac,nbw_rel,welch_nperseg,welch_noverlap,psd_norm,is_surrogate,psd_nrmse,config_hash,run_id,holm_family,wall_s,ode_steps,timestamp,status,failure_reason
classical,ou,0.7,2524608441,baseband_power,2.664869496460563e-32,2000.0,1.0,0.2,0.3,512,256,onesided,0,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,ca6b3379,classical_ou_vs_surrogate,0.04231624999999983,12000.0,2025-10-10T20:01:03.567648Z,ok,
classical,psd_matched,0.7,2524608441,baseband_power,8.575400152642924e-33,2000.0,1.0,0.2,0.3,512,256,onesided,1,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,ca6b3379,classical_ou_vs_surrogate,0.04444820799999949,12000.0,2025-10-10T20:01:03.567668Z,ok,
classical,ou,0.7,2524608441,narrowband_power,0.0,2000.0,1.0,0.2,0.3,512,256,onesided,0,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,ca6b3379,classical_ou_vs_surrogate,0.04231624999999983,12000.0,2025-10-10T20:01:03.567672Z,ok,
classical,psd_matched,0.7,2524608441,narrowband_power,0.0,2000.0,1.0,0.2,0.3,512,256,onesided,1,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,ca6b3379,classical_ou_vs_surrogate,0.04444820799999949,12000.0,2025-10-10T20:01:03.567674Z,ok,
classical,psd_overlay,0.7,-1,psd_nrmse,0.007858270320790199,2000.0,1.0,0.2,0.3,8192,4096,onesided,2,0.007858270320790199,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,ca6b3379,classical_ou_vs_surrogate,nan,nan,2025-10-10T20:01:04.623189Z,ok,
