Theta,tau_B,calibration,cutoff,N,N_pseudo,model,R_env,band_power,energy,envelope_rms,envelope_rms_ratio
0.0,0.0,equal_heating,4.0,5.0,4.0,lindblad,1.0,1.0313898233751209e-15,2.1895996303367616e-15,6.790121492606871e-08,1.0
0.9490000000000004,0.0009490000000000004,equal_heating,4.0,5.0,4.0,pseudomode,0.9298711238759513,9.590596142160426e-16,2.284075986278678e-15,6.736955066780731e-08,0.9921700332042619
