theta,n_samples,mean_ou,ci_ou_low,ci_ou_high,mean_psd_matched,ci_psd_low,ci_psd_high,mean_delta,ci_delta_low,ci_delta_high,cohen_d,p_value,p_value_holm,tost_pass,tost_p_lower,tost_p_upper,psd_nrmse,holm_family,timestamp,status
0.7,90.0,5.029983782952125e-32,3.828565533254979e-32,6.388528313666253e-32,3.1791757835614285e-32,2.6064541041320875e-32,3.7941064221505273e-32,1.8508079993906964e-32,6.653008947408121e-33,3.166355552592383e-32,0.3036981420349187,0.0049648563753676425,0.0049648563753676425,0,0.0015639132418023838,0.9961243179497307,0.00605412847447654,classical_ou_vs_surrogate,2025-10-10T20:01:47.937032Z,ok
