theta,tau_B,R_env,R_narrow,R_env_periodogram,R_env_hilbert,band_power,base_band,narrow_power,env_power,hilbert_power,base_narrow,base_env,base_hilbert,g_used,target_j,j_est,rel_j_err,omega_c,kerr_fast,n1_mean,n1_base,n1_ratio,excitation_amp,n_hierarchy,n_pseudo,burn_frac,detune_frac
0.9,0.0009,0.9626030418725647,nan,1.0329045531245384,1.0182245000549004,1.4609574454446476e-30,1.5177153841137125e-30,0.0,4.303681147300293e-15,1.52155861997003e-15,0.0,4.166581640367106e-15,1.4943252886647208e-15,187.08762919052631,120.38951822382401,120.38951822382401,0.0,1120.0,0.05,3.6777637149360207e-19,7.94442391888115e-15,4.6293648884914705e-05,0.06,6,5,0.4,0.12
