theta,tau_B,R_env,R_narrow,R_env_periodogram,R_env_hilbert,band_power,base_band,narrow_power,env_power,hilbert_power,base_narrow,base_env,base_hilbert,g_used,target_j,j_est,rel_j_err,omega_c,kerr_fast,n1_mean,n1_base,n1_ratio,excitation_amp,n_hierarchy,n_pseudo,burn_frac,detune_frac
1.0,0.001,1.0409410682161742,nan,1.0260261823284125,1.0531271173360042,6.079401213953375e-33,5.8402933648985915e-33,0.0,4.1041716234614415e-15,1.2643860506904688e-15,0.0,4.000065197310696e-15,1.200601551205771e-15,178.4124116152771,118.06746520170275,118.06746520170275,0.0,1140.0000000000002,0.07,3.997989328598361e-19,1.0098251466574843e-14,3.959090682017262e-05,0.06,4,3,0.4,0.14
1.1,0.0011,1.0389329212909117,nan,1.0266125546162677,1.0511008248992535,6.0676730467900224e-33,5.8402933648985915e-33,0.0,4.106517150842759e-15,1.2619532808477093e-15,0.0,4.000065197310696e-15,1.200601551205771e-15,171.40317782444268,118.06746520170275,118.06746520170273,1.203621564240803e-16,1140.0000000000002,0.07,3.9978282282383894e-19,1.0098251466574843e-14,3.9589311490916804e-05,0.06,4,3,0.4,0.14
