model,condition,theta,seed,metric,value,fs_hz,w3_rad_s,demod_lp_frac,nbw_rel,welch_nperseg,welch_noverlap,psd_norm,is_surrogate,psd_nrmse,config_hash,run_id,holm_family,wall_s,ode_steps,timestamp,status,failure_reason,n_samples,mean_ou,ci_ou_low,ci_ou_high,mean_psd_matched,ci_psd_low,ci_psd_high,cohen_d,p_value,p_value_holm,Theta,calibration,R_env_mean,R_env_ci_low,R_env_ci_high,cutoff,theta_star,tau_B_star,R_env_peak,tau_B,N,N_pseudo,R_env,band_power,energy,envelope_rms,envelope_rms_ratio,baseband_power,baseband_ratio,narrowband_power,occ_target,occ_meas,rel_occ_err,n1_tail,occ_ratio_achieved,gpm_scale,nudges_used,hit_clamp,g_used,kappa,Jw1_target,Jw1_est,rel_Jw1_err,nbar,a1_init_alpha,burn_frac,omega_c,t_final,n_time,solver,min_real_part,cond_drift,freq_grid,j_bandwidth_frac,Theta_star,n1_ratio,occ_updates
classical,psd_matched,1.3,32746990,narrowband_power,0.0,2000.0,1.0,0.2,0.3,8192,4096,onesided,1,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,976d6ce8,classical_ou_vs_surrogate,0.042525625000000566,12000.0,2025-10-10T13:03:27.393880Z,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classical,psd_overlay,0.7,-1,psd_nrmse,0.24951602739146628,2000.0,1.0,0.2,0.3,8192,4096,onesided,2,0.24951602739146628,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,976d6ce8,classical_ou_vs_surrogate,nan,nan,2025-10-10T13:03:29.211867Z,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classical,psd_overlay,1.0,-1,psd_nrmse,0.1627970895428527,2000.0,1.0,0.2,0.3,8192,4096,onesided,2,0.1627970895428527,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,976d6ce8,classical_ou_vs_surrogate,nan,nan,2025-10-10T13:03:29.659227Z,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classical,psd_overlay,1.3,-1,psd_nrmse,0.25105805852470225,2000.0,1.0,0.2,0.3,8192,4096,onesided,2,0.25105805852470225,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,976d6ce8,classical_ou_vs_surrogate,nan,nan,2025-10-10T13:03:30.160527Z,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.7,,,,,,,,,,,,0.24951602739146628,,,classical_ou_vs_surrogate,,,2025-10-10T13:03:27.563067Z,ok,,8.0,3.01095839417883e-32,5.639960277268853e-33,6.098220848636842e-32,2.3698393999760188e-32,1.482812248089511e-32,3.429807637673752e-32,0.19603030558929202,0.7045065491574789,0.2375127697577803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,,,,,,,,,,,,0.1627970895428527,,,classical_ou_vs_surrogate,,,2025-10-10T13:03:27.729490Z,ok,,20.0,1.0075458011490854e-31,5.480058262027839e-32,1.5356941116933838e-31,4.95725986749082e-32,3.1970441965058555e-32,6.930629860087307e-32,0.5796322167091359,0.07917092325259344,0.2375127697577803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3,,,,,,,,,,,,0.25105805852470225,,,classical_ou_vs_surrogate,,,2025-10-10T13:03:27.893088Z,ok,,8.0,8.505752942885608e-32,4.215859394235669e-32,1.338371311813282e-31,5.340660956204289e-32,2.338851791326062e-32,9.776560547432147e-32,0.4818050023197233,0.3520084264489347,0.2375127697577803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,equal_variance,1581.03528747,1450.88725954,1714.76765989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,equal_carrier,1581.03528747,1450.42136281,1714.30176315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equal_carrier,,,,4,,0.003,1.01973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equal_carrier,,,,6,3,0.003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equal_carrier,,,,8,3,0.003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,equal_carrier,,,,10,3,0.003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lindblad,,0.0,-1,,,,,,,,,onesided,0,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,2902a760,,0.0003162500000000179,0.0,2025-10-10T13:28:14.298541Z,ok,,,,,,,,,,,,,equal_carrier,,,,4.0,,,,0.0,5.0,4.0,1.0,0.49581576640988917,0.49999999999999845,0.999999999999999,1.0,0.4842415685362405,1.0,0.48962144185830697,0.5000000000000004,0.5000000000000004,0.0,0.5000000000000004,1.0,1.0,0,False,nan,nan,0.4965151988572117,0.4965151988572117,0.0,0.0,0.0,0.25,1000.0,8.0,300,gaussian,-0.09999999987246204,1000.2277992087351,"[0.7, 0.7030150753768843, 0.7060301507537688, 0.7090452261306532, 0.7120603015075376, 0.715075376884422, 0.7180904522613065, 0.7211055276381909, 0.7241206030150753, 0.7271356783919598, 0.7301507537688442, 0.7331658291457286, 0.736180904522613, 0.7391959798994975, 0.7422110552763819, 0.7452261306532663, 0.7482412060301508, 0.7512562814070352, 0.7542713567839195, 0.7572864321608039, 0.7603015075376884, 0.7633165829145728, 0.7663316582914572, 0.7693467336683417, 0.7723618090452261, 0.7753768844221105, 0.7783919597989949, 0.7814070351758794, 0.7844221105527638, 0.7874371859296482, 0.7904522613065326, 0.7934673366834171, 0.7964824120603015, 0.7994974874371858, 0.8025125628140704, 0.8055276381909547, 0.8085427135678391, 0.8115577889447236, 0.814572864321608, 0.8175879396984924, 0.8206030150753768, 0.8236180904522613, 0.8266331658291457, 0.8296482412060301, 0.8326633165829145, 0.835678391959799, 0.8386934673366834, 0.8417085427135678, 0.8447236180904523, 0.8477386934673367, 0.850753768844221, 0.8537688442211055, 0.8567839195979899, 0.8597989949748743, 0.8628140703517588, 0.8658291457286432, 0.8688442211055276, 0.871859296482412, 0.8748743718592964, 0.8778894472361809, 0.8809045226130653, 0.8839195979899497, 0.8869346733668342, 0.8899497487437186, 0.892964824120603, 0.8959798994974875, 0.8989949748743719, 0.9020100502512562, 0.9050251256281407, 0.9080402010050251, 0.9110552763819095, 0.9140703517587939, 0.9170854271356783, 0.9201005025125628, 0.9231155778894472, 0.9261306532663316, 0.9291457286432161, 0.9321608040201005, 0.9351758793969849, 0.9381909547738694, 0.9412060301507538, 0.9442211055276382, 0.9472361809045227, 0.9502512562814069, 0.9532663316582914, 0.9562814070351758, 0.9592964824120602, 0.9623115577889447, 0.9653266331658291, 0.9683417085427135, 0.971356783919598, 0.9743718592964824, 0.9773869346733668, 0.9804020100502513, 0.9834170854271357, 0.9864321608040201, 0.9894472361809046, 0.9924623115577889, 0.9954773869346734, 0.9984924623115577, 1.0015075376884421, 1.0045226130653266, 1.007537688442211, 1.0105527638190954, 1.01356783919598, 1.0165829145728642, 1.0195979899497487, 1.0226130653266332, 1.0256281407035175, 1.028643216080402, 1.0316582914572865, 1.0346733668341708, 1.0376884422110553, 1.0407035175879398, 1.043718592964824, 1.0467336683417086, 1.049748743718593, 1.0527638190954773, 1.0557788944723618, 1.0587939698492463, 1.0618090452261306, 1.0648241206030151, 1.0678391959798996, 1.070854271356784, 1.0738693467336684, 1.0768844221105527, 1.0798994974874372, 1.0829145728643215, 1.085929648241206, 1.0889447236180905, 1.0919597989949748, 1.0949748743718593, 1.0979899497487438, 1.101005025125628, 1.1040201005025125, 1.107035175879397, 1.1100502512562813, 1.1130653266331658, 1.1160804020100503, 1.1190954773869346, 1.122110552763819, 1.1251256281407036, 1.1281407035175879, 1.1311557788944724, 1.1341708542713569, 1.1371859296482412, 1.1402010050251257, 1.1432160804020102, 1.1462311557788945, 1.149246231155779, 1.1522613065326635, 1.1552763819095477, 1.1582914572864322, 1.1613065326633165, 1.164321608040201, 1.1673366834170853, 1.1703517587939698, 1.1733668341708543, 1.1763819095477386, 1.179396984924623, 1.1824120603015076, 1.1854271356783919, 1.1884422110552764, 1.1914572864321609, 1.1944723618090451, 1.1974874371859296, 1.2005025125628142, 1.2035175879396984, 1.206532663316583, 1.2095477386934674, 1.2125628140703517, 1.2155778894472362, 1.2185929648241207, 1.221608040201005, 1.2246231155778895, 1.227638190954774, 1.2306532663316583, 1.2336683417085426, 1.2366834170854273, 1.2396984924623116, 1.2427135678391958, 1.2457286432160806, 1.2487437185929648, 1.2517587939698491, 1.2547738693467336, 1.2577889447236181, 1.2608040201005024, 1.263819095477387, 1.2668341708542714, 1.2698492462311557, 1.2728643216080402, 1.2758793969849247, 1.278894472361809, 1.2819095477386935, 1.284924623115578, 1.2879396984924623, 1.2909547738693468, 1.2939698492462313, 1.2969849246231155, 1.3]",0.02,,,
pseudomode,,0.3,0,,,,,,,,,onesided,0,1.8252336297768056e-15,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,780aedbb,eqcar_peak_vs_sides,9.983300000004913e-05,0.0,2025-10-10T13:28:02.948506Z,ok,,,,,,,,,,,,,equal_carrier,,,,4.0,,,,0.0003,5.0,4.0,1.0000000000000013,0.49581576640988984,0.5000000000007785,1.0000000000003568,1.000000000000358,0.4842415685362407,1.0000000000000004,0.4896214418583069,0.5000000000000004,0.49999999999959566,-8.095746295566634e-13,0.49999999999959566,0.9999999999991904,3.0699801238394654e-09,0,False,1e-06,3333.3333333333335,0.4965151988572117,0.49651519885721174,1.1180151455388132e-16,0.0,0.0,0.25,1000.0,8.0,300,gaussian,-3333.333333333335,3480.8949079628073,"[0.7, 0.7030150753768843, 0.7060301507537688, 0.7090452261306532, 0.7120603015075376, 0.715075376884422, 0.7180904522613065, 0.7211055276381909, 0.7241206030150753, 0.7271356783919598, 0.7301507537688442, 0.7331658291457286, 0.736180904522613, 0.7391959798994975, 0.7422110552763819, 0.7452261306532663, 0.7482412060301508, 0.7512562814070352, 0.7542713567839195, 0.7572864321608039, 0.7603015075376884, 0.7633165829145728, 0.7663316582914572, 0.7693467336683417, 0.7723618090452261, 0.7753768844221105, 0.7783919597989949, 0.7814070351758794, 0.7844221105527638, 0.7874371859296482, 0.7904522613065326, 0.7934673366834171, 0.7964824120603015, 0.7994974874371858, 0.8025125628140704, 0.8055276381909547, 0.8085427135678391, 0.8115577889447236, 0.814572864321608, 0.8175879396984924, 0.8206030150753768, 0.8236180904522613, 0.8266331658291457, 0.8296482412060301, 0.8326633165829145, 0.835678391959799, 0.8386934673366834, 0.8417085427135678, 0.8447236180904523, 0.8477386934673367, 0.850753768844221, 0.8537688442211055, 0.8567839195979899, 0.8597989949748743, 0.8628140703517588, 0.8658291457286432, 0.8688442211055276, 0.871859296482412, 0.8748743718592964, 0.8778894472361809, 0.8809045226130653, 0.8839195979899497, 0.8869346733668342, 0.8899497487437186, 0.892964824120603, 0.8959798994974875, 0.8989949748743719, 0.9020100502512562, 0.9050251256281407, 0.9080402010050251, 0.9110552763819095, 0.9140703517587939, 0.9170854271356783, 0.9201005025125628, 0.9231155778894472, 0.9261306532663316, 0.9291457286432161, 0.9321608040201005, 0.9351758793969849, 0.9381909547738694, 0.9412060301507538, 0.9442211055276382, 0.9472361809045227, 0.9502512562814069, 0.9532663316582914, 0.9562814070351758, 0.9592964824120602, 0.9623115577889447, 0.9653266331658291, 0.9683417085427135, 0.971356783919598, 0.9743718592964824, 0.9773869346733668, 0.9804020100502513, 0.9834170854271357, 0.9864321608040201, 0.9894472361809046, 0.9924623115577889, 0.9954773869346734, 0.9984924623115577, 1.0015075376884421, 1.0045226130653266, 1.007537688442211, 1.0105527638190954, 1.01356783919598, 1.0165829145728642, 1.0195979899497487, 1.0226130653266332, 1.0256281407035175, 1.028643216080402, 1.0316582914572865, 1.0346733668341708, 1.0376884422110553, 1.0407035175879398, 1.043718592964824, 1.0467336683417086, 1.049748743718593, 1.0527638190954773, 1.0557788944723618, 1.0587939698492463, 1.0618090452261306, 1.0648241206030151, 1.0678391959798996, 1.070854271356784, 1.0738693467336684, 1.0768844221105527, 1.0798994974874372, 1.0829145728643215, 1.085929648241206, 1.0889447236180905, 1.0919597989949748, 1.0949748743718593, 1.0979899497487438, 1.101005025125628, 1.1040201005025125, 1.107035175879397, 1.1100502512562813, 1.1130653266331658, 1.1160804020100503, 1.1190954773869346, 1.122110552763819, 1.1251256281407036, 1.1281407035175879, 1.1311557788944724, 1.1341708542713569, 1.1371859296482412, 1.1402010050251257, 1.1432160804020102, 1.1462311557788945, 1.149246231155779, 1.1522613065326635, 1.1552763819095477, 1.1582914572864322, 1.1613065326633165, 1.164321608040201, 1.1673366834170853, 1.1703517587939698, 1.1733668341708543, 1.1763819095477386, 1.179396984924623, 1.1824120603015076, 1.1854271356783919, 1.1884422110552764, 1.1914572864321609, 1.1944723618090451, 1.1974874371859296, 1.2005025125628142, 1.2035175879396984, 1.206532663316583, 1.2095477386934674, 1.2125628140703517, 1.2155778894472362, 1.2185929648241207, 1.221608040201005, 1.2246231155778895, 1.227638190954774, 1.2306532663316583, 1.2336683417085426, 1.2366834170854273, 1.2396984924623116, 1.2427135678391958, 1.2457286432160806, 1.2487437185929648, 1.2517587939698491, 1.2547738693467336, 1.2577889447236181, 1.2608040201005024, 1.263819095477387, 1.2668341708542714, 1.2698492462311557, 1.2728643216080402, 1.2758793969849247, 1.278894472361809, 1.2819095477386935, 1.284924623115578, 1.2879396984924623, 1.2909547738693468, 1.2939698492462313, 1.2969849246231155, 1.3]",0.02,,,
lindblad,,0.0,-1,,,,,,,,,onesided,0,nan,c7dc5aa1a8178e413d3d49e0b18cfd61e6531344920f0331135cafb4dbaaed17,2902a760,,0.00017091699999993715,0.0,2025-10-10T13:28:14.406176Z,ok,,,,,,,,,,,,,equal_carrier,,,,6.0,,,,0.0,5.0,6.0,1.0,0.49581576640988917,0.49999999999999845,0.999999999999999,1.0,0.4842415685362405,1.0,0.48962144185830697,0.5000000000000004,0.5000000000000004,0.0,0.5000000000000004,1.0,1.0,0,False,nan,nan,0.4965151988572117,0.4965151988572117,0.0,0.0,0.0,0.25,1000.0,8.0,300,gaussian,-0.09999999987246204,1000.2277992087351,"[0.7, 0.7030150753768843, 0.7060301507537688, 0.7090452261306532, 0.7120603015075376, 0.715075376884422, 0.7180904522613065, 0.7211055276381909, 0.7241206030150753, 0.7271356783919598, 0.7301507537688442, 0.7331658291457286, 0.736180904522613, 0.7391959798994975, 0.7422110552763819, 0.7452261306532663, 0.7482412060301508, 0.7512562814070352, 0.7542713567839195, 0.7572864321608039, 0.7603015075376884, 0.7633165829145728, 0.7663316582914572, 0.7693467336683417, 0.7723618090452261, 0.7753768844221105, 0.7783919597989949, 0.7814070351758794, 0.7844221105527638, 0.7874371859296482, 0.7904522613065326, 0.7934673366834171, 0.7964824120603015, 0.7994974874371858, 0.8025125628140704, 0.8055276381909547, 0.8085427135678391, 0.8115577889447236, 0.814572864321608, 0.8175879396984924, 0.8206030150753768, 0.8236180904522613, 0.8266331658291457, 0.8296482412060301, 0.8326633165829145, 0.835678391959799, 0.8386934673366834, 0.8417085427135678, 0.8447236180904523, 0.8477386934673367, 0.850753768844221, 0.8537688442211055, 0.8567839195979899, 0.8597989949748743, 0.8628140703517588, 0.8658291457286432, 0.8688442211055276, 0.871859296482412, 0.8748743718592964, 0.8778894472361809, 0.8809045226130653, 0.8839195979899497, 0.8869346733668342, 0.8899497487437186, 0.892964824120603, 0.8959798994974875, 0.8989949748743719, 0.9020100502512562, 0.9050251256281407, 0.9080402010050251, 0.9110552763819095, 0.9140703517587939, 0.9170854271356783, 0.9201005025125628, 0.9231155778894472, 0.9261306532663316, 0.9291457286432161, 0.9321608040201005, 0.9351758793969849, 0.9381909547738694, 0.9412060301507538, 0.9442211055276382, 0.9472361809045227, 0.9502512562814069, 0.9532663316582914, 0.9562814070351758, 0.9592964824120602, 0.9623115577889447, 0.9653266331658291, 0.9683417085427135, 0.971356783919598, 0.9743718592964824, 0.9773869346733668, 0.9804020100502513, 0.9834170854271357, 0.9864321608040201, 0.9894472361809046, 0.9924623115577889, 0.9954773869346734, 0.9984924623115577, 1.0015075376884421, 1.0045226130653266, 1.007537688442211, 1.0105527638190954, 1.01356783919598, 1.0165829145728642, 1.0195979899497487, 1.0226130653266332, 1.0256281407035175, 1.028643216080402, 1.0316582914572865, 1.0346733668341708, 1.0376884422110553, 1.0407035175879398, 1.043718592964824, 1.0467336683417086, 1.049748743718593, 1.0527638190954773, 1.0557788944723618, 1.0587939698492463, 1.0618090452261306, 1.0648241206030151, 1.0678391959798996, 1.070854271356784, 1.0738693467336684, 1.0768844221105527, 1.0798994974874372, 1.0829145728643215, 1.085929648241206, 1.0889447236180905, 1.0919597989949748, 1.0949748743718593, 1.0979899497487438, 1.101005025125628, 1.1040201005025125, 1.107035175879397, 1.1100502512562813, 1.1130653266331658, 1.1160804020100503, 1.1190954773869346, 1.122110552763819, 1.1251256281407036, 1.1281407035175879, 1.1311557788944724, 1.1341708542713569, 1.1371859296482412, 1.1402010050251257, 1.1432160804020102, 1.1462311557788945, 1.149246231155779, 1.1522613065326635, 1.1552763819095477, 1.1582914572864322, 1.1613065326633165, 1.164321608040201, 1.1673366834170853, 1.1703517587939698, 1.1733668341708543, 1.1763819095477386, 1.179396984924623, 1.1824120603015076, 1.1854271356783919, 1.1884422110552764, 1.1914572864321609, 1.1944723618090451, 1.1974874371859296, 1.2005025125628142, 1.2035175879396984, 1.206532663316583, 1.2095477386934674, 1.2125628140703517, 1.2155778894472362, 1.2185929648241207, 1.221608040201005, 1.2246231155778895, 1.227638190954774, 1.2306532663316583, 1.2336683417085426, 1.2366834170854273, 1.2396984924623116, 1.2427135678391958, 1.2457286432160806, 1.2487437185929648, 1.2517587939698491, 1.2547738693467336, 1.2577889447236181, 1.2608040201005024, 1.263819095477387, 1.2668341708542714, 1.2698492462311557, 1.2728643216080402, 1.2758793969849247, 1.278894472361809, 1.2819095477386935, 1.284924623115578, 1.2879396984924623, 1.2909547738693468, 1.2939698492462313, 1.2969849246231155, 1.3]",0.02,,,
