Theta,tau_B,calibration,cutoff,N,N_pseudo,model,R_env,band_power,energy,envelope_rms,envelope_rms_ratio,n1_tail,n1_ratio,gpm_scale
0.0,0.0,equal_carrier,3.0,4.0,3.0,lindblad,1.0,7.005839244992902e-16,1.2054732523843024e-15,5.037370856103221e-08,1.0,0.005761667594943049,1.0,1.0
0.9490000000000004,0.0009490000000000004,equal_carrier,3.0,4.0,3.0,pseudomode,1.012830188755421,7.095725484896297e-16,1.2971377507930277e-15,5.1350690468190634e-08,1.0193946789916157,-9.039161953580043e-10,-1.5688447493072344e-07,1.5
