Theta,tau_B,calibration,cutoff,N,N_pseudo,model,R_env,band_power,energy,envelope_rms,envelope_rms_ratio,n1_tail,occ_ratio_achieved,gpm_scale,occ_updates,hit_clamp,nbar,a1_init_alpha,burn_frac,omega_c,t_final,n_time
0.0,0.0,equal_heating,4.0,5.0,4.0,lindblad,1.0,1.3642536846902358e-15,6.62389827441971e-15,8.071289338051379e-08,1.0,0.0222204617155472,1.0,1.0,0,False,0.02,0.04,0.25,1000.0,8.0,300
1.3899999999999995,0.0013899999999999995,equal_heating,4.0,5.0,4.0,pseudomode,1.0564699565611364,1.4412930310030637e-15,7.536221239029871e-13,8.292709548501088e-08,1.0274330656696748,0.019999985454375598,0.900070651564455,1.1110238937808643,2,True,0.02,0.04,0.25,1000.0,8.0,300
