Theta,tau_B,calibration,cutoff,N,N_pseudo,model,R_env,band_power,energy,envelope_rms,envelope_rms_ratio
0.0,0.0,equal_carrier,4.0,6.0,4.0,lindblad,1.0,5.75169691470927e-16,1.211123212341951e-15,5.0697747212557807e-08,1.0
0.9490000000000004,0.0009490000000000004,equal_carrier,4.0,6.0,4.0,pseudomode,0.9228465592664511,5.307933707682912e-16,1.2461233846860125e-15,5.0038367091963666e-08,0.9869938970299885
